SKU_ID,Unique_SKU_Name,Crop,Variety,Pack_Size,Category,SKU_Status,Mapping_Confidence,Review_Flag,Review_Reason
"MAI004","Maize Chanakya 4590 — 4 Kg × 8 Pc","Maize","Chanakya 4590","4 Kg × 8 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"MAI005","Maize Hy. Sultan 8199 — 4 Kg × 10 Pc","Maize","Hy. Sultan 8199","4 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"MAI006","Maize Hy. Sultan Plus — 1 Kg × 40 Pc","Maize","Hy. Sultan Plus","1 Kg × 40 Pc","Seed","Active FY25-26","High","No",""
"MAI007","Maize Hy.sultan 8199 — 1 Kg × 32 Pc","Maize","Hy.sultan 8199","1 Kg × 32 Pc","Seed","Active FY25-26","High","No",""
"MAI008","Maize Hy.sultan 8199 — 1 Kg × 40 Pc","Maize","Hy.sultan 8199","1 Kg × 40 Pc","Seed","Active FY25-26","High","No",""
"MAI009","Maize Hy.sultan 8199 — 4 Kg × 8 Pc","Maize","Hy.sultan 8199","4 Kg × 8 Pc","Seed","Active FY25-26","High","No",""
"MAI010","Maize Hy.sultan Plus — 4 Kg × 10 Pc","Maize","Hy.sultan Plus","4 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"MAI011","Maize SULTAN 8199 — Not Available","Maize","SULTAN 8199","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"MAI012","Maize Sultan 8199 — 1 Kg × 40 Pc","Maize","SULTAN 8199","1 Kg × 40 Pc","Seed","Active FY25-26","High","No",""
"MAI013","Maize Sultan 8199 — 4 Kg × 10 Pc","Maize","SULTAN 8199","4 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"MAI014","Maize Sultan Plus — 1 Kg × 40 Pc","Maize","Sultan Plus","1 Kg × 40 Pc","Seed","Active FY25-26","High","No",""
"MAI015","Maize Sultan Plus — 4 Kg × 10 Pc","Maize","Sultan Plus","4 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"MAI016","Maize — Not Available","Maize","Not Available","Not Available","Seed","Active FY25-26","Low","Yes","Pack size missing or not confirmed; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"MAS001","Masoor Bulk","Masoor","Not Available","Bulk","Seed","Active FY25-26","Medium","Yes","Variety not available"
"MAT001","Matar Bulk","Matar","Not Available","Bulk","Seed","Active FY25-26","Medium","Yes","Variety not available"
"MAT002","Matar VM 10 — 1 Kg × 30 Pc","Matar","VM 10","1 Kg × 30 Pc","Seed","Active FY25-26","High","No",""
"MUN001","Mung Bulk","Mung","Not Available","Bulk","Seed","Active FY25-26","Medium","Yes","Variety not available"
"MUS001","Mustard Bulk","Mustard","Not Available","Bulk","Seed","Active FY25-26","Medium","Yes","Variety not available"
"MUS002","Mustard Hylakshmi 1246 — 500 Gm × 50 Pc","Mustard","Hylakshmi 1246","500 Gm × 50 Pc","Seed","Active FY25-26","High","No",""
"MUS003","Mustard Research — Not Available","Mustard","Research","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"MUS004","Mustard VM Lakshmi 1246 — 1 Kg × 30 Pc","Mustard","VM Lakshmi 1246","1 Kg × 30 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"MUS005","Mustard VM Nidhi — 1 Kg × 30 Pc","Mustard","VM Nidhi","1 Kg × 30 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"MUS006","Mustard — Not Available","Mustard","Not Available","Not Available","Seed","Active FY25-26","Low","Yes","Pack size missing or not confirmed; Variety not available; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"OTH006","Okra Kasturi — Not Available","Okra","Kasturi","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD001","Paddy 1509 — 6 Kg × 4 Pc","Paddy","1509","6 Kg × 4 Pc","Seed","Active FY25-26","High","No",""
"PAD002","Paddy 1509 — Not Available","Paddy","1509","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD003","Paddy 1692 Foundation — Not Available","Paddy","1692 Foundation","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD004","Paddy Adiyogi — 6 Kg × 5 Pc","Paddy","Adiyogi","6 Kg × 5 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD005","Paddy Aman Plus — 6 Kg × 5 Pc","Paddy","Aman Plus","6 Kg × 5 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD006","Paddy Aman — 6 Kg × 4 Pc","Paddy","Aman","6 Kg × 4 Pc","Seed","Active FY25-26","High","No",""
"PAD007","Paddy Aman — Not Available","Paddy","Aman","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD008","Paddy Basmati — Not Available","Paddy","Basmati","Not Available","Seed","Active FY25-26","Low","Yes","Pack size missing or not confirmed; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"PAD009","Paddy Damini — Not Available","Paddy","Damini","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD010","Paddy Hy. Shankhnaad — 3 Kg × 10 Pc","Paddy","Hy. Shankhnaad","3 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"PAD011","Paddy MPV 7029 — Not Available","Paddy","MPV 7029","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD012","Paddy Mumtaj — 3 Kg × 10 Pc","Paddy","Mumtaj","3 Kg × 10 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD013","Paddy Namo 369 — 3 Kg × 10 Pc","Paddy","Namo 369","3 Kg × 10 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD014","Paddy Namo 369 — 3 Kg × 12 Pc","Paddy","Namo 369","3 Kg × 12 Pc","Seed","Active FY25-26","High","No",""
"PAD015","Paddy PB 1509 — 6 Kg × 5 Pc","Paddy","PB 1509","6 Kg × 5 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD016","Paddy PB 1692 — 6 Kg × 5 Pc","Paddy","PB 1692","6 Kg × 5 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD017","Paddy PB 1692 — Not Available","Paddy","PB 1692","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD018","Paddy Research — Not Available","Paddy","Research","Not Available","Seed","Active FY25-26","Low","Yes","Pack size missing or not confirmed; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"PAD019","Paddy Sampurna — Not Available","Paddy","Sampurna","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD020","Paddy Saurabh — Not Available","Paddy","Saurabh","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD021","Paddy Sharbati — 3 Kg × 10 Pc","Paddy","Sharbati","3 Kg × 10 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD022","Paddy Sugandha 5 — 6 Kg × 5 Pc","Paddy","Sugandha 5","6 Kg × 5 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD023","Paddy Super Damini — 6 Kg × 5 Pc","Paddy","Super Damini","6 Kg × 5 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"PAD024","Paddy Taj — Not Available","Paddy","Taj","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"PAD025","Paddy — Not Available","Paddy","Not Available","Not Available","Seed","Active FY25-26","Low","Yes","Pack size missing or not confirmed; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"OTH007","Pumpkin Super Top — Not Available","Pumpkin","Super Top","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"OTH008","Radish — Not Available","Radish","Not Available","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed; Variety not available"
"SSG001","SSG RED KING — 4 Kg × 10 Pc","SSG","RED KING","4 Kg × 10 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"SSG002","SSG SUGAR GREEN — 4 Kg × 10 Pc","SSG","SUGAR GREEN","4 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"SSG003","SSG SWEETY — 4 Kg × 10 Pc","SSG","SWEETY","4 Kg × 10 Pc","Seed","Active FY25-26","High","No",""
"SSG004","SSG WHITE KING — 4 Kg × 10 Pc","SSG","WHITE KING","4 Kg × 10 Pc","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"SSG005","SSG — Not Available","SSG","Not Available","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed; Variety not available"
"OTH009","Spongegourd Hy. Ankita — 50 Gm × 10 Pc","Spongegourd","Hy. Ankita","50 Gm × 10 Pc","Seed","Active FY25-26","High","No",""
"OTH010","Urad Bulk","Urad","Not Available","Bulk","Seed","Active FY25-26","Medium","Yes","Variety not available"
"OTH011","Watermelon Black Wonder — 50 Gm × 10 Pc","Watermelon","Black Wonder","50 Gm × 10 Pc","Seed","Active FY25-26","High","No",""
"OTH012","Watermelon Hy Yug — 50 Gm × 10 Pc","Watermelon","Hy Yug","50 Gm × 10 Pc","Seed","Active FY25-26","High","No",""
"WHE001","Wheat Breeder Dbw 187 — Not Available","Wheat","Breeder Dbw 187","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"WHE002","Wheat Breeder HD 2967 — Not Available","Wheat","Breeder HD 2967","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"WHE003","Wheat Breeder PBW 502 — Not Available","Wheat","Breeder PBW 502","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"WHE004","Wheat Bulk","Wheat","Not Available","Bulk","Seed","Active FY25-26","Medium","Yes","Variety not available"
"WHE005","Wheat DBW 187 — Not Available","Wheat","DBW 187","Not Available","Seed","Active FY25-26","Medium","Yes","Pack size missing or not confirmed"
"WHE006","Wheat Vardhnam 301 — 20 Kg","Wheat","Vardhnam 301","20 Kg","Seed","Active FY25-26","High","Yes","Credit Note item; verify whether physical stock return or accounting adjustment"
"WHE007","Wheat — Not Available","Wheat","Not Available","Not Available","Seed","Active FY25-26","Low","Yes","Pack size missing or not confirmed; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"TRT001","Seed Caoting Polymer","Not Applicable","Not Applicable","Not Available","Seed Treatment","Active FY25-26","High","No",""
"TRT002","Thairam","Not Applicable","Not Applicable","Not Available","Seed Treatment","Active FY25-26","High","No",""
"UNC001","Bio Seeds","Not Applicable","Not Applicable","Not Available","Unclassified","Active FY25-26","Low","Yes","Category classification unclear; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"UNC002","Breeder Seed Dbw 371","Not Applicable","Not Applicable","Not Available","Unclassified","Active FY25-26","Low","Yes","Category classification unclear"
"UNC003","Pulse","Not Applicable","Not Applicable","Not Available","Unclassified","Active FY25-26","Low","Yes","Category classification unclear; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"UNC004","Seeds","Not Applicable","Not Applicable","Not Available","Unclassified","Active FY25-26","Low","Yes","Category classification unclear; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
"UNC005","VARDHNAM 301","Not Applicable","Not Applicable","Not Available","Unclassified","Active FY25-26","Low","Yes","Category classification unclear"
"UNC006","Vegetable Seeds","Not Applicable","Not Applicable","Not Available","Unclassified","Active FY25-26","Low","Yes","Category classification unclear; Possible aggregate/category row or generic product name; Godown item may represent subtotal/category rather than stock item"
